CustomerID,Type_of_customer,Build_Distribution,Version_Distribution,Software_Edition,OS_Distribution,RAM_Distribution,PC_Type,CPU_Cores,Country,Date_of_Onboard
2079,Former Best,Build 232,Version 7.1,Standard,MS Win XP, > 6 GB,Desktop,2 Cores,GB,1/17/2015
14715,One time user,Build 410,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,US,1/10/2015
90667,One time user,Build 232,Version 8.3,High,MS Win Server 2008,>2GB & <= 4 GB,Desktop,8 Cores,AU,1/24/2015
7977,One time user,Build 232,Version 7.1,High,MS Win Server 2003,>4GB & <= 6 GB,Desktop,4 Cores,GB,1/10/2015
49613,Best Customer,Build 232,Version 7.1,High,MS Win 7, > 6 GB,Desktop,1 Core,AU,3/6/2015
17811,One time user,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,1 Core,US,2/28/2015
23558,Former Best,Build 232,Version 7.1,Lite,MS Win XP,>4GB & <= 6 GB,Laptop,1 Core,DE,4/1/2015
83915,Best Customer,Build 410,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,1 Core,AU,3/2/2015
19744,One time user,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,ES,1/20/2015
29367,Best Customer,Build 410,Version 7.1,High,MS Win Server 2003,>4GB & <= 6 GB,Desktop,1 Core,GB,2/5/2015
58123,Former Best,Build 232,Version 8.3,High,MS Win 7,>2GB & <= 4 GB,Desktop,1 Core,AU,1/21/2015
97587,One time user,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Desktop,8 Cores,DE,2/23/2015
64336,Best Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Laptop,8 Cores,FR,1/5/2015
92644,New Client,Build 232,Version 8.3,Standard,MS Win Server 2008, > 6 GB,Desktop,1 Core,AU,3/1/2015
73123,One time user,Build 232,Version 7.1,High,MS Win 7, > 6 GB,Desktop,4 Cores,FR,3/16/2015
59753,Former Best,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,DE,3/30/2015
38204,New Client,Build 232,Version 7.1,High,MS Win Server 2003,>1GB & <= 2 GB,Desktop,8 Cores,DE,3/31/2015
61128,Best Customer,Build 232,Version 7.1,High,MS Win Server 2008,>4GB & <= 6 GB,Mobile,2 Cores,GB,1/27/2015
32462,Former Best,Build 410,Version 7.1,Lite,MS Win 7, > 6 GB,Laptop,1 Core,AU,3/20/2015
54469,Best Customer,Build 410,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,AU,1/7/2015
43394,One time user,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,DE,1/8/2015
46159,Former Best,Build 232,Version 7.1,High,MS Win Server 2003,>512 MB  & <= 1 GB,Desktop,4 Cores,DE,1/12/2015
71411,One time user,Build 410,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,GB,3/12/2015
53547,Best Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,AU,3/16/2015
62918,Best Customer,Build 232,Version 7.1,Standard,MS Win Server 2008,>512 MB  & <= 1 GB,Desktop,4 Cores,DE,3/7/2015
95917,One time user,Build 410,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,DE,1/6/2015
7978,One time user,Build 232,Version 7.1,Standard,MS Win Server 2003,>2GB & <= 4 GB,Desktop,1 Core,DE,1/12/2015
2209,One time user,Build 232,Version 7.1,Standard,MS Win 7, > 6 GB,Laptop,8 Cores,DE,1/5/2015
20437,Best Customer,Build 232,Version 10.2,Standard,MS Win Server 2008, > 6 GB,Desktop,1 Core,DE,2/28/2015
40556,Best Customer,Build 232,Version 8.3,High,MS Win 7, > 6 GB,Desktop,1 Core,FR,2/21/2015
46514,One time user,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,2 Cores,US,1/13/2015
57704,Best Customer,Build 232,Version 8.3,High,MS Win Server 2008, > 6 GB,Laptop,1 Core,DE,1/6/2015
44980,Best Customer,Build 410,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,US,1/13/2015
39653,One time user,Build 410,Version 7.1,High,MS Win Server 2003, > 6 GB,Laptop,2 Cores,AU,1/22/2015
83636,Former Best,Build 232,Version 8.3,Lite,MS Win Server 2003, > 6 GB,Laptop,1 Core,US,3/9/2015
26432,Best Customer,Build 232,Version 9.4,High,MS Win XP,>512 MB  & <= 1 GB,Laptop,4 Cores,GB,2/12/2015
24865,One time user,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Laptop,1 Core,US,2/14/2015
90680,Former Best,Build 232,Version 7.1,Standard,MS Win Server 2008,>4GB & <= 6 GB,Mobile,1 Core,GB,1/31/2015
37637,One time user,Build 232,Version 8.3,Standard,MS Win 7,>512 MB  & <= 1 GB,Desktop,1 Core,AU,3/28/2015
47473,Best Customer,Build 410,Version 7.1,Standard,MS Win Server 2008,>2GB & <= 4 GB,Mobile,1 Core,AU,3/15/2015
34921,Former Best,Build 232,Version 7.1,High,MS Win 7,>512 MB  & <= 1 GB,Desktop,1 Core,AU,3/25/2015
35522,Former Best,Build 232,Version 7.1,High,MS Win Server 2008,>2GB & <= 4 GB,Desktop,1 Core,AU,2/14/2015
27765,Former Best,Build 410,Version 7.1,Standard,MS Win 7, > 6 GB,Desktop,8 Cores,AU,3/17/2015
34673,Former Best,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,8 Cores,DE,3/3/2015
73027,Best Customer,Build 410,Version 7.1,Standard,MS Win Server 2008,>512 MB  & <= 1 GB,Desktop,1 Core,AU,3/14/2015
86209,Former Best,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,4 Cores,GB,1/5/2015
80446,Best Customer,Build 232,Version 7.1,Standard,MS Win Server 2008,>4GB & <= 6 GB,Desktop,1 Core,AU,2/12/2015
88501,Former Best,Build 410,Version 8.3,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,AU,3/19/2015
29142,Best Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,AU,3/9/2015
68686,One time user,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Mobile,1 Core,FR,2/23/2015
57686,Former Best,Build 232,Version 7.1,Standard,MS Win Server 2008,>512 MB  & <= 1 GB,Desktop,1 Core,US,2/14/2015
22852,Best Customer,Build 232,Version 7.1,High,MS Win Server 2003,>2GB & <= 4 GB,Desktop,1 Core,DE,1/14/2015
84861,Best Customer,Build 410,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Mobile,2 Cores,AU,3/31/2015
98871,New Client,Build 999,Version 8.3,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,US,1/24/2015
68601,New Client,Build 232,Version 7.1,Standard,MS Win 7, > 6 GB,Desktop,1 Core,AU,2/3/2015
80616,One time user,Build 410,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Laptop,4 Cores,FR,2/13/2015
97638,Best Customer,Build 232,Version 7.1,High,MS Win XP,>512 MB  & <= 1 GB,Desktop,1 Core,AU,2/17/2015
95267,Former Best,Build 232,Version 7.1,Standard,MS Win Server 2008,>512 MB  & <= 1 GB,Desktop,1 Core,US,2/10/2015
36005,Best Customer,Build 232,Version 7.1,High,MS Win Server 2008,>4GB & <= 6 GB,Desktop,4 Cores,AU,2/18/2015
3435,Former Best,Build 999,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,FR,1/18/2015
28413,Best Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,DE,2/8/2015
66437,Former Best,Build 232,Version 8.3,High,MS Win Server 2008, > 6 GB,Desktop,2 Cores,AU,2/27/2015
55052,Former Best,Build 232,Version 7.1,High,MS Win XP,>4GB & <= 6 GB,Mobile,1 Core,FR,2/26/2015
13247,Best Customer,Build 380,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,4 Cores,AU,3/24/2015
35200,Best Customer,Build 232,Version 7.1,High,MS Win Server 2003,>512 MB  & <= 1 GB,Desktop,8 Cores,AU,2/27/2015
45829,Former Best,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Laptop,1 Core,AU,2/26/2015
87014,Best Customer,Build 232,Version 7.1,High,MS Win XP,>2GB & <= 4 GB,Desktop,4 Cores,AU,1/23/2015
67002,Best Customer,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,1 Core,ES,2/22/2015
71748,Best Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,DE,2/23/2015
88899,Former Best,Build 232,Version 9.4,High,MS Win Server 2003, > 6 GB,Laptop,1 Core,AU,2/16/2015
17085,Best Customer,Build 380,Version 10.2,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,DE,3/31/2015
44181,New Client,Build 232,Version 7.1,High,MS Win XP,>512 MB  & <= 1 GB,Desktop,1 Core,GB,2/11/2015
62174,Best Customer,Build 232,Version 7.1,High,MS Win Server 2008,>512 MB  & <= 1 GB,Desktop,1 Core,GB,2/12/2015
93447,Former Best,Build 410,Version 7.1,High,MS Win Server 2003,>4GB & <= 6 GB,Desktop,8 Cores,FR,1/18/2015
51393,One time user,Build 410,Version 10.2,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,US,1/4/2015
64732,Best Customer,Build 232,Version 8.3,Standard,MS Win 7, > 6 GB,Desktop,1 Core,GB,2/11/2015
81904,Former Best,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Laptop,1 Core,FR,2/17/2015
91814,One time user,Build 232,Version 8.3,Standard,MS Win Server 2003, > 6 GB,Desktop,1 Core,US,2/26/2015
86548,New Client,Build 232,Version 7.1,High,MS Win Server 2008,>512 MB  & <= 1 GB,Desktop,1 Core,US,2/20/2015
74338,Best Customer,Build 232,Version 7.1,High,MS Win Server 2008,>2GB & <= 4 GB,Desktop,1 Core,JP,3/8/2015
43651,Best Customer,Build 232,Version 7.1,High,MS Win Server 2008,>4GB & <= 6 GB,Laptop,4 Cores,US,2/27/2015
2250,New Client,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,4 Cores,JP,3/25/2015
91278,One time user,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,1 Core,JP,2/21/2015
19084,One time user,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,1 Core,AU,3/4/2015
78609,One time user,Build 232,Version 7.1,High,MS Win XP,>512 MB  & <= 1 GB,Desktop,4 Cores,DE,2/7/2015
70973,Best Customer,Build 410,Version 9.4,High,MS Win Server 2003, > 6 GB,Laptop,2 Cores,GB,2/14/2015
41358,Best Customer,Build 410,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,US,1/13/2015
89016,Former Best,Build 232,Version 7.1,High,MS Win Server 2008,>512 MB  & <= 1 GB,Desktop,2 Cores,AU,3/17/2015
6170,One time user,Build 232,Version 8.3,Standard,MS Win Server 2008, > 6 GB,Desktop,1 Core,DE,3/18/2015
56591,Best Customer,Build 232,Version 7.1,High,MS Win Server 2008,>1GB & <= 2 GB,Desktop,2 Cores,US,1/23/2015
42294,Former Best,Build 232,Version 7.1,Lite,MS Win XP, > 6 GB,Laptop,1 Core,DE,1/24/2015
72137,Former Best,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,DE,1/7/2015
35252,Best Customer,Build 410,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,8 Cores,GB,3/27/2015
85635,One time user,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,1 Core,GB,1/17/2015
65100,Former Best,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Desktop,1 Core,US,1/10/2015
92874,One time user,Build 410,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,DE,1/29/2015
92223,Former Best,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Mobile,1 Core,GB,2/19/2015
14425,One time user,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,AU,3/12/2015
54334,One time user,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Laptop,8 Cores,DE,2/4/2015
95496,New Client,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,1 Core,DE,1/16/2015
97138,Former Best,Build 232,Version 7.1,High,MS Win Server 2008,>1GB & <= 2 GB,Mobile,1 Core,DE,1/11/2015
76553,Best Customer,Build 999,Version 10.2,High,MS Win Server 2008, > 6 GB,Desktop,4 Cores,AU,1/12/2015
1900,One time user,Build 232,Version 8.3,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,DE,2/14/2015
67797,One time user,Build 410,Version 8.3,High,MS Win 7, > 6 GB,Desktop,1 Core,US,3/15/2015
65692,One time user,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Laptop,1 Core,US,3/26/2015
83639,Former Best,Build 232,Version 8.3,High,MS Win Server 2003, > 6 GB,Desktop,4 Cores,DE,1/15/2015
26067,Best Customer,Build 232,Version 9.4,Standard,MS Win Server 2008, > 6 GB,Desktop,1 Core,DE,2/11/2015
17244,Best Customer,Build 232,Version 7.1,High,MS Win Server 2003,>4GB & <= 6 GB,Mobile,4 Cores,FR,3/1/2015
62807,Best Customer,Build 232,Version 7.1,Standard,MS Win Server 2003,>512 MB  & <= 1 GB,Desktop,4 Cores,US,1/13/2015
57549,Best Customer,Build 232,Version 9.4,High,MS Win 7, > 6 GB,Desktop,1 Core,GB,1/9/2015
51442,One time user,Build 410,Version 7.1,High,MS Win Server 2003, > 6 GB,Laptop,1 Core,FR,1/22/2015
83987,One time user,Build 232,Version 7.1,High,MS Win Server 2003,>1GB & <= 2 GB,Laptop,1 Core,US,1/2/2015
41399,Best Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,DE,2/9/2015
9357,One time user,Build 232,Version 8.3,High,MS Win XP, > 6 GB,Laptop,1 Core,DE,3/26/2015
2839,Best Customer,Build 410,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,8 Cores,AU,2/7/2015
12565,Best Customer,Build 232,Version 7.1,High,MS Win 7, > 6 GB,Desktop,4 Cores,US,2/12/2015
73941,One time user,Build 380,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,1 Core,US,1/12/2015
56559,New Client,Build 410,Version 7.1,High,MS Win Server 2008, > 6 GB,Mobile,1 Core,DE,1/25/2015
338,Best Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,US,3/10/2015
42959,Former Best,Build 410,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,DE,2/2/2015
72831,Best Customer,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Desktop,1 Core,DE,2/25/2015
93126,New Client,Build 410,Version 7.1,High,MS Win Server 2008, > 6 GB,Laptop,1 Core,GB,3/10/2015
26409,Best Customer,Build 380,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,1 Core,US,3/4/2015
67619,Best Customer,Build 410,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,AU,3/26/2015
22155,New Client,Build 410,Version 7.1,Standard,MS Win Server 2008,>512 MB  & <= 1 GB,Desktop,1 Core,US,3/9/2015
50773,One time user,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,DE,3/27/2015
2265,Best Customer,Build 410,Version 10.2,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,DE,2/1/2015
41135,Former Best,Build 232,Version 7.1,High,MS Win 7, > 6 GB,Desktop,8 Cores,AU,3/28/2015
18475,One time user,Build 410,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,8 Cores,DE,1/24/2015
15542,Best Customer,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Mobile,1 Core,US,3/16/2015
73186,Best Customer,Build 232,Version 7.1,Standard,MS Win 7, > 6 GB,Laptop,1 Core,AU,1/7/2015
13906,New Client,Build 232,Version 8.3,High,MS Win XP, > 6 GB,Desktop,1 Core,US,1/24/2015
51106,Former Best,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,1 Core,DE,2/21/2015
80095,Best Customer,Build 410,Version 7.1,High,MS Win Server 2008,>1GB & <= 2 GB,Desktop,1 Core,US,1/28/2015
73672,One time user,Build 232,Version 10.2,Standard,MS Win Server 2008, > 6 GB,Desktop,8 Cores,US,1/18/2015
39940,New Client,Build 232,Version 10.2,Lite,MS Win Server 2003, > 6 GB,Laptop,1 Core,AU,2/14/2015
13935,Best Customer,Build 380,Version 7.1,High,MS Win Server 2003,>2GB & <= 4 GB,Desktop,1 Core,DE,2/17/2015
60003,One time user,Build 380,Version 7.1,High,MS Win Server 2008,>4GB & <= 6 GB,Desktop,1 Core,US,3/25/2015
22780,Former Best,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Desktop,1 Core,US,2/17/2015
23524,New Client,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Laptop,4 Cores,GB,2/28/2015
23144,Best Customer,Build 232,Version 7.1,High,MS Win Server 2008,>512 MB  & <= 1 GB,Mobile,1 Core,AU,2/13/2015
6543,Best Customer,Build 232,Version 7.1,Lite,MS Win Server 2008,>4GB & <= 6 GB,Desktop,4 Cores,AU,2/27/2015
81057,Former Best,Build 410,Version 8.3,Standard,MS Win Server 2003, > 6 GB,Desktop,1 Core,DE,2/6/2015
20144,Former Best,Build 232,Version 8.3,High,MS Win Server 2008,>512 MB  & <= 1 GB,Desktop,1 Core,DE,3/2/2015
18931,Former Best,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,AU,3/23/2015
88714,One time user,Build 232,Version 7.1,Standard,MS Win Server 2003,>4GB & <= 6 GB,Desktop,1 Core,FR,2/7/2015
14636,New Client,Build 232,Version 10.2,High,MS Win 7, > 6 GB,Desktop,1 Core,US,1/28/2015
86915,Former Best,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Laptop,1 Core,US,1/24/2015
91874,Former Best,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,4 Cores,US,2/6/2015
15637,One time user,Build 999,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,AU,1/25/2015
92303,Best Customer,Build 232,Version 7.1,Standard,MS Win Server 2003, <= 512 MB,Laptop,1 Core,US,1/19/2015
34929,Former Best,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,AU,1/20/2015
78215,Best Customer,Build 232,Version 7.1,High,MS Win Server 2008,>4GB & <= 6 GB,Desktop,1 Core,AU,1/20/2015
67415,Best Customer,Build 232,Version 7.1,Standard,MS Win Server 2008,>2GB & <= 4 GB,Desktop,1 Core,AU,2/15/2015
82483,Best Customer,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,1 Core,GB,2/18/2015
14516,Best Customer,Build 999,Version 7.1,Standard,MS Win Server 2003,>1GB & <= 2 GB,Laptop,1 Core,US,3/12/2015
60499,Former Best,Build 232,Version 7.1,High,MS Win XP,>4GB & <= 6 GB,Mobile,1 Core,AU,1/22/2015
9866,Best Customer,Build 232,Version 10.2,Standard,MS Win Server 2008, > 6 GB,Desktop,1 Core,GB,1/20/2015
74305,Best Customer,Build 232,Version 8.3,High,MS Win Server 2003, > 6 GB,Laptop,2 Cores,AU,1/2/2015
24720,Best Customer,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Laptop,1 Core,AU,2/18/2015
47717,Best Customer,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Desktop,1 Core,GB,1/30/2015
79815,Former Best,Build 410,Version 10.2,Standard,MS Win 7, > 6 GB,Desktop,1 Core,US,1/15/2015
27356,Former Best,Build 410,Version 7.1,High,MS Win Server 2008,>4GB & <= 6 GB,Desktop,1 Core,AU,2/20/2015
25201,Best Customer,Build 410,Version 10.2,High,MS Win Server 2008,>512 MB  & <= 1 GB,Desktop,1 Core,US,1/3/2015
30013,Best Customer,Build 232,Version 7.1,Lite,MS Win Server 2003,>1GB & <= 2 GB,Desktop,1 Core,US,2/28/2015
46052,One time user,Build 232,Version 7.1,High,MS Win Server 2003,>512 MB  & <= 1 GB,Desktop,1 Core,US,3/22/2015
87893,Former Best,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Desktop,1 Core,GB,3/16/2015
74707,One time user,Build 410,Version 7.1,High,MS Win 7,>512 MB  & <= 1 GB,Desktop,1 Core,FR,2/15/2015
33221,Best Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,GB,2/8/2015
62610,Best Customer,Build 232,Version 10.2,High,MS Win XP, > 6 GB,Desktop,1 Core,DE,2/27/2015
13756,New Client,Build 232,Version 7.1,High,MS Win Server 2003,>4GB & <= 6 GB,Laptop,2 Cores,US,1/27/2015
77598,Former Best,Build 999,Version 7.1,Standard,MS Win Server 2003,>1GB & <= 2 GB,Laptop,1 Core,US,3/3/2015
98576,New Client,Build 232,Version 8.3,High,MS Win 7, > 6 GB,Mobile,1 Core,GB,1/20/2015
13442,One time user,Build 410,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,GB,1/17/2015
30028,One time user,Build 232,Version 8.3,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,DE,2/19/2015
63986,Former Best,Build 232,Version 8.3,High,MS Win Server 2003, > 6 GB,Desktop,2 Cores,GB,1/10/2015
67642,Best Customer,Build 410,Version 7.1,High,MS Win XP, > 6 GB,Desktop,1 Core,US,3/17/2015
51379,Best Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,DE,2/24/2015
15077,New Client,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,8 Cores,FR,2/28/2015
71882,One time user,Build 232,Version 7.1,Standard,MS Win Server 2003,>4GB & <= 6 GB,Mobile,2 Cores,FR,3/4/2015
90351,Former Best,Build 232,Version 8.3,High,MS Win Server 2003,>512 MB  & <= 1 GB,Laptop,1 Core,AU,1/2/2015
99204,Former Best,Build 410,Version 9.4,High,MS Win Server 2003, > 6 GB,Desktop,8 Cores,AU,2/2/2015
82201,Best Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Laptop,1 Core,AU,1/2/2015
2699,New Client,Build 232,Version 10.2,High,MS Win XP,>4GB & <= 6 GB,Desktop,1 Core,DE,3/31/2015
78155,Best Customer,Build 232,Version 7.1,Lite,MS Win Server 2003,>2GB & <= 4 GB,Laptop,1 Core,GB,3/8/2015
92176,Best Customer,Build 232,Version 7.1,High,MS Win Server 2003,>4GB & <= 6 GB,Laptop,2 Cores,AU,2/27/2015
61622,Best Customer,Build 410,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,US,3/5/2015
47485,Former Best,Build 232,Version 7.1,Standard,MS Win Server 2008,>2GB & <= 4 GB,Desktop,1 Core,AU,3/30/2015
40144,Best Customer,Build 410,Version 7.1,High,MS Win XP, > 6 GB,Desktop,1 Core,AU,1/2/2015
71663,Former Best,Build 410,Version 7.1,High,MS Win Server 2003,>2GB & <= 4 GB,Desktop,1 Core,FR,1/3/2015
4064,Former Best,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,FR,1/4/2015
15691,Best Customer,Build 232,Version 8.3,Standard,MS Win Server 2008, > 6 GB,Mobile,1 Core,US,2/17/2015
31616,New Client,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,AU,3/19/2015
76127,Former Best,Build 410,Version 7.1,Standard,MS Win Server 2003,>2GB & <= 4 GB,Desktop,1 Core,GB,3/26/2015
29396,Best Customer,Build 232,Version 7.1,High,MS Win 7, > 6 GB,Desktop,8 Cores,US,1/5/2015
20579,One time user,Build 232,Version 8.3,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,JP,3/27/2015
32733,Best Customer,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Laptop,1 Core,DE,4/1/2015
13640,Former Best,Build 232,Version 7.1,High,MS Win Server 2008,>512 MB  & <= 1 GB,Desktop,1 Core,DE,1/23/2015
18549,Best Customer,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,1 Core,AU,3/13/2015
7272,Best Customer,Build 999,Version 7.1,High,MS Win Server 2003,>512 MB  & <= 1 GB,Desktop,1 Core,DE,2/16/2015
32636,New Client,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Laptop,1 Core,US,1/18/2015
31056,One time user,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Desktop,8 Cores,GB,1/3/2015
15044,Best Customer,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,1 Core,AU,2/28/2015
85837,Former Best,Build 232,Version 7.1,High,MS Win Server 2008,>512 MB  & <= 1 GB,Mobile,1 Core,DE,2/25/2015
46593,One time user,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,GB,1/11/2015
8430,Best Customer,Build 232,Version 7.1,Standard,MS Win Server 2008,>4GB & <= 6 GB,Laptop,1 Core,US,2/23/2015
73802,Best Customer,Build 410,Version 10.2,Lite,MS Win Server 2008,>512 MB  & <= 1 GB,Desktop,1 Core,GB,3/20/2015
95769,Best Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,JP,3/9/2015
3585,Former Best,Build 999,Version 7.1,Standard,MS Win Server 2008,>512 MB  & <= 1 GB,Desktop,1 Core,AU,2/11/2015
2083,Former Best,Build 410,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,2 Cores,AU,3/13/2015
5800,Best Customer,Build 232,Version 8.3,High,MS Win Server 2008, > 6 GB,Desktop,4 Cores,JP,2/9/2015
90739,Best Customer,Build 232,Version 7.1,Standard,MS Win 7, > 6 GB,Desktop,1 Core,AU,2/2/2015
10854,One time user,Build 410,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,4 Cores,US,2/6/2015
55597,Best Customer,Build 232,Version 7.1,High,MS Win 7,>2GB & <= 4 GB,Desktop,1 Core,FR,3/10/2015
51704,One time user,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,2 Cores,AU,2/1/2015
55561,Best Customer,Build 999,Version 7.1,High,MS Win 7,>4GB & <= 6 GB,Desktop,1 Core,US,3/23/2015
81632,New Client,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Mobile,1 Core,DE,1/26/2015
55232,Best Customer,Build 410,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,1 Core,DE,1/15/2015
21208,New Client,Build 410,Version 8.3,High,MS Win Server 2003,>512 MB  & <= 1 GB,Laptop,8 Cores,DE,1/7/2015
51611,Best Customer,Build 410,Version 7.1,High,MS Win Server 2008,>4GB & <= 6 GB,Mobile,1 Core,AU,2/25/2015
62896,New Client,Build 232,Version 7.1,High,MS Win Server 2008,>512 MB  & <= 1 GB,Laptop,1 Core,GB,4/1/2015
38930,New Client,Build 232,Version 7.1,High,MS Win Server 2008,>2GB & <= 4 GB,Mobile,1 Core,AU,2/24/2015
28645,Best Customer,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Desktop,4 Cores,DE,2/1/2015
37598,Best Customer,Build 232,Version 7.1,Standard,MS Win XP,>512 MB  & <= 1 GB,Desktop,2 Cores,GB,3/2/2015
79138,One time user,Build 232,Version 7.1,High,MS Win Server 2003,>4GB & <= 6 GB,Laptop,1 Core,US,2/1/2015
55106,Best Customer,Build 232,Version 10.2,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,AU,2/25/2015
