,CustomerID,Type_of_customer,Build_Distribution,Version_Distribution,Software_Edition,OS_Distribution,RAM_Distribution,PC_Type,CPU_Cores,Country,Date_of_Onboard
7680,54847,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,Germany,2/15/2015
7681,12614,Former_Best,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,1 Core,United Kingdom,2/4/2015
7682,50996,Former_Best,Build 232,Version 7.1,High,MS Win Server 2008,>4GB & <= 6 GB,Desktop,1 Core,Germany,3/5/2015
7683,26316,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,United States,3/15/2015
7684,58994,One_time_user,Build 232,Version 10.2,High,MS Win XP, > 6 GB,Laptop,2 Cores,Australia,3/16/2015
7685,38914,One_time_user,Build 232,Version 8.3,Standard,MS Win Server 2008,>512 MB  & <= 1 GB,Desktop,1 Core,United Kingdom,1/29/2015
7686,71664,One_time_user,Build 410,Version 9.4,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,Germany,1/16/2015
7687,71662,Former_Best,Build 232,Version 7.1,High,MS Win Server 2003,>4GB & <= 6 GB,Desktop,1 Core,United States,2/16/2015
7688,11752,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,4 Cores,Germany,3/16/2015
7689,38745,Former_Best,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,2 Cores,United Kingdom,2/10/2015
7690,2006,New_Client,Build 410,Version 10.2,High,MS Win Server 2008,>512 MB  & <= 1 GB,Desktop,1 Core,United Kingdom,3/11/2015
7691,32817,Former_Best,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,Australia,1/6/2015
7692,59430,One_time_user,Build 232,Version 7.1,High,MS Win Server 2003,>4GB & <= 6 GB,Desktop,1 Core,Germany,1/14/2015
7693,83481,Former_Best,Build 232,Version 8.3,Standard,MS Win Server 2003,>4GB & <= 6 GB,Desktop,1 Core,Japan,3/13/2015
7694,62037,Former_Best,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,United States,3/23/2015
7695,82522,One_time_user,Build 410,Version 7.1,Lite,MS Win Server 2008, > 6 GB,Laptop,4 Cores,United States,1/30/2015
7696,40916,Best_Customer,Build 410,Version 7.1,High,MS Win Server 2003,>2GB & <= 4 GB,Desktop,1 Core,Australia,3/11/2015
7697,44247,One_time_user,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Desktop,1 Core,United States,2/22/2015
7698,17945,Former_Best,Build 232,Version 7.1,Standard,MS Win XP, > 6 GB,Desktop,8 Cores,Australia,1/23/2015
7699,63703,Best_Customer,Build 380,Version 7.1,High,MS Win 7,>512 MB  & <= 1 GB,Laptop,1 Core,United States,2/5/2015
7700,66800,One_time_user,Build 410,Version 7.1,Lite,MS Win Server 2008,>4GB & <= 6 GB,Desktop,2 Cores,Australia,2/21/2015
7701,81827,Best_Customer,Build 410,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,France,2/1/2015
7702,28766,Former_Best,Build 410,Version 7.1,High,MS Win XP,>1GB & <= 2 GB,Desktop,1 Core,United States,3/21/2015
7703,24609,One_time_user,Build 232,Version 7.1,Standard,MS Win Server 2003,>512 MB  & <= 1 GB,Laptop,1 Core,United States,3/2/2015
7704,98214,New_Client,Build 999,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,United Kingdom,1/15/2015
7705,84979,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Mobile,1 Core,United Kingdom,3/30/2015
7706,77258,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,Germany,2/27/2015
7707,79708,One_time_user,Build 410,Version 7.1,High,MS Win Server 2008,>1GB & <= 2 GB,Desktop,1 Core,Germany,1/25/2015
7708,75875,One_time_user,Build 999,Version 9.4,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,Australia,2/4/2015
7709,90324,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Laptop,2 Cores,United Kingdom,2/8/2015
7710,4596,Best_Customer,Build 410,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,1 Core,Australia,1/26/2015
7711,83295,New_Client,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,United States,3/16/2015
7712,51179,New_Client,Build 232,Version 7.1,High,MS Win Server 2003,>4GB & <= 6 GB,Desktop,1 Core,Australia,2/23/2015
7713,83097,One_time_user,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Desktop,1 Core,Australia,3/10/2015
7714,10943,Best_Customer,Build 410,Version 9.4,High,MS Win Server 2008, > 6 GB,Desktop,8 Cores,United Kingdom,2/17/2015
7715,15129,Former_Best,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,8 Cores,Germany,1/13/2015
7716,44591,Former_Best,Build 410,Version 8.3,Lite,MS Win Server 2003, > 6 GB,Desktop,1 Core,Australia,3/24/2015
7717,23630,New_Client,Build 410,Version 7.1,Standard,MS Win Server 2008,>512 MB  & <= 1 GB,Laptop,1 Core,Germany,1/12/2015
7718,28742,Best_Customer,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Laptop,2 Cores,Germany,3/2/2015
7719,24007,Best_Customer,Build 380,Version 7.1,Lite,MS Win Server 2008, > 6 GB,Desktop,1 Core,United States,2/20/2015
7720,71845,New_Client,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,1 Core,Germany,1/7/2015
7721,30500,Former_Best,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,Australia,2/23/2015
7722,49706,Best_Customer,Build 232,Version 7.1,High,MS Win 7,>512 MB  & <= 1 GB,Mobile,8 Cores,Germany,1/2/2015
7723,41047,Former_Best,Build 410,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,1 Core,United Kingdom,3/19/2015
7724,85434,Former_Best,Build 999,Version 8.3,High,MS Win 7, > 6 GB,Desktop,1 Core,Germany,3/12/2015
7725,71728,Former_Best,Build 232,Version 7.1,High,MS Win Server 2003,>4GB & <= 6 GB,Laptop,1 Core,Australia,3/20/2015
7726,26638,One_time_user,Build 232,Version 8.3,High,MS Win Server 2003,>4GB & <= 6 GB,Desktop,8 Cores,United Kingdom,2/14/2015
7727,28150,Former_Best,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,United Kingdom,3/26/2015
7728,94473,New_Client,Build 232,Version 7.1,High,MS Win Server 2008,>4GB & <= 6 GB,Laptop,1 Core,United Kingdom,1/14/2015
7729,72313,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008,>4GB & <= 6 GB,Desktop,1 Core,Germany,3/14/2015
7730,81926,One_time_user,Build 999,Version 8.3,Lite,MS Win Server 2008, > 6 GB,Mobile,1 Core,Australia,4/1/2015
7731,75756,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Laptop,1 Core,Germany,1/6/2015
7732,83246,Best_Customer,Build 410,Version 7.1,Standard,MS Win XP, > 6 GB,Desktop,4 Cores,United Kingdom,1/14/2015
7733,81259,Best_Customer,Build 232,Version 7.1,High,MS Win 7, > 6 GB,Desktop,1 Core,United States,3/4/2015
7734,62998,Best_Customer,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,1 Core,United Kingdom,3/2/2015
7735,92581,Best_Customer,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,2 Cores,Germany,2/18/2015
7736,82921,Former_Best,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,2 Cores,United Kingdom,3/23/2015
7737,2532,Best_Customer,Build 410,Version 9.4,High,MS Win XP, > 6 GB,Desktop,1 Core,United Kingdom,3/5/2015
7738,65663,One_time_user,Build 410,Version 7.1,Standard,MS Win XP, > 6 GB,Desktop,1 Core,United Kingdom,2/25/2015
7739,43346,Former_Best,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,8 Cores,Germany,1/13/2015
7740,92082,Former_Best,Build 999,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,2 Cores,Germany,3/24/2015
7741,47008,One_time_user,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Mobile,1 Core,Australia,3/1/2015
7742,49664,Former_Best,Build 232,Version 7.1,Standard,MS Win Server 2003,>2GB & <= 4 GB,Desktop,8 Cores,Australia,3/13/2015
7743,37529,Former_Best,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,1 Core,Germany,2/3/2015
7744,84833,Best_Customer,Build 232,Version 8.3,Standard,MS Win Server 2008,>4GB & <= 6 GB,Desktop,1 Core,Australia,2/20/2015
7745,9206,Best_Customer,Build 410,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,Japan,2/28/2015
7746,63113,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,Australia,1/5/2015
7747,7200,Best_Customer,Build 232,Version 7.1,Lite,MS Win Server 2008, > 6 GB,Desktop,1 Core,United Kingdom,1/22/2015
7748,39626,Former_Best,Build 232,Version 7.1,High,MS Win Server 2008,>4GB & <= 6 GB,Desktop,1 Core,France,2/23/2015
7749,36950,New_Client,Build 999,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Laptop,2 Cores,United States,3/5/2015
7750,19054,Best_Customer,Build 232,Version 7.1,Standard,MS Win Server 2008,>1GB & <= 2 GB,Mobile,1 Core,Australia,2/1/2015
7751,46266,Best_Customer,Build 232,Version 7.1,Lite,MS Win Server 2003, > 6 GB,Mobile,1 Core,United States,1/22/2015
7752,15447,Best_Customer,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,1 Core,Germany,3/2/2015
7753,83468,One_time_user,Build 232,Version 8.3,Standard,MS Win Server 2003, > 6 GB,Laptop,1 Core,Australia,3/14/2015
7754,60922,New_Client,Build 410,Version 7.1,High,MS Win Server 2003,>1GB & <= 2 GB,Desktop,1 Core,Australia,1/16/2015
7755,99911,Best_Customer,Build 232,Version 7.1,Standard,MS Win 7, <= 512 MB,Desktop,1 Core,Australia,1/29/2015
7756,56214,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,Australia,3/12/2015
7757,89464,Best_Customer,Build 410,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,Germany,3/22/2015
7758,12150,Former_Best,Build 232,Version 7.1,High,MS Win Server 2003,>4GB & <= 6 GB,Desktop,1 Core,Australia,2/6/2015
7759,79625,Best_Customer,Build 232,Version 10.2,Standard,MS Win Server 2003,>4GB & <= 6 GB,Desktop,2 Cores,United Kingdom,3/22/2015
7760,54835,Best_Customer,Build 410,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,8 Cores,Australia,3/18/2015
7761,75515,Former_Best,Build 232,Version 8.3,Standard,MS Win 7, > 6 GB,Desktop,1 Core,United States,3/22/2015
7762,29395,New_Client,Build 410,Version 8.3,Lite,MS Win Server 2008, > 6 GB,Desktop,1 Core,Australia,3/6/2015
7763,1420,Former_Best,Build 410,Version 7.1,High,MS Win Server 2003, <= 512 MB,Laptop,1 Core,Germany,1/25/2015
7764,31061,Best_Customer,Build 999,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,1 Core,United States,1/3/2015
7765,11534,Best_Customer,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Desktop,1 Core,Australia,1/28/2015
7766,64425,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,Germany,3/13/2015
7767,45708,Former_Best,Build 232,Version 9.4,High,MS Win Server 2003, > 6 GB,Mobile,1 Core,Australia,3/26/2015
7768,33500,Former_Best,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,United States,1/23/2015
7769,33799,One_time_user,Build 232,Version 7.1,Standard,MS Win XP,>1GB & <= 2 GB,Desktop,8 Cores,United Kingdom,1/12/2015
7770,52101,One_time_user,Build 410,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,Germany,3/17/2015
7771,39063,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,2 Cores,United Kingdom,2/12/2015
7772,12755,Former_Best,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Mobile,1 Core,France,3/14/2015
7773,23265,Former_Best,Build 410,Version 7.1,High,MS Win 7, > 6 GB,Desktop,1 Core,Germany,1/9/2015
7774,48905,One_time_user,Build 999,Version 7.1,High,MS Win Server 2008, > 6 GB,Mobile,1 Core,Australia,2/12/2015
7775,55686,Former_Best,Build 232,Version 8.3,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,United States,1/21/2015
7776,27517,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2003,>1GB & <= 2 GB,Laptop,2 Cores,Australia,3/25/2015
7777,84300,Best_Customer,Build 232,Version 8.3,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,Germany,1/25/2015
7778,23092,Former_Best,Build 410,Version 8.3,Standard,MS Win Server 2003, > 6 GB,Desktop,1 Core,Australia,1/12/2015
7779,42524,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,Australia,3/18/2015
7780,80528,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,Australia,3/4/2015
7781,44141,Best_Customer,Build 232,Version 8.3,High,MS Win Server 2008, > 6 GB,Mobile,1 Core,United Kingdom,2/19/2015
7782,40674,Former_Best,Build 232,Version 7.1,High,MS Win 7, > 6 GB,Desktop,4 Cores,Germany,3/30/2015
7783,64676,Best_Customer,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Desktop,1 Core,United States,2/10/2015
7784,64593,New_Client,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,1 Core,Germany,2/28/2015
7785,4642,One_time_user,Build 232,Version 7.1,Standard,MS Win Server 2008,>512 MB  & <= 1 GB,Laptop,1 Core,Germany,2/10/2015
7786,15538,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,Germany,2/26/2015
7787,6486,New_Client,Build 410,Version 7.1,Lite,MS Win XP, > 6 GB,Desktop,1 Core,United Kingdom,1/23/2015
7788,74032,Former_Best,Build 380,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,1 Core,Australia,1/17/2015
7789,50416,Former_Best,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,1 Core,United Kingdom,3/17/2015
7790,17740,Best_Customer,Build 410,Version 7.1,High,MS Win XP, > 6 GB,Desktop,1 Core,United States,1/24/2015
7791,96076,Best_Customer,Build 232,Version 8.3,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,United States,2/24/2015
7792,49408,Best_Customer,Build 410,Version 7.1,High,MS Win XP, > 6 GB,Desktop,1 Core,Australia,3/28/2015
7793,84719,Former_Best,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,Germany,1/5/2015
7794,29892,Best_Customer,Build 232,Version 7.1,High,MS Win 7, > 6 GB,Desktop,1 Core,United States,1/8/2015
7795,83337,Best_Customer,Build 232,Version 7.1,High,MS Win 7,>2GB & <= 4 GB,Desktop,1 Core,United Kingdom,1/5/2015
7796,75825,Best_Customer,Build 410,Version 7.1,Standard,MS Win XP, > 6 GB,Laptop,8 Cores,Germany,3/19/2015
7797,22980,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,Germany,2/27/2015
7798,20443,Former_Best,Build 232,Version 8.3,Standard,MS Win Server 2003, > 6 GB,Desktop,1 Core,Germany,3/27/2015
7799,21494,New_Client,Build 232,Version 7.1,Lite,MS Win Server 2008, > 6 GB,Desktop,1 Core,Australia,3/21/2015
7800,68482,One_time_user,Build 232,Version 7.1,High,MS Win 7, > 6 GB,Desktop,2 Cores,Germany,3/23/2015
7801,79369,Best_Customer,Build 410,Version 7.1,High,MS Win Server 2008,>4GB & <= 6 GB,Laptop,8 Cores,Australia,4/1/2015
7802,46779,One_time_user,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Laptop,1 Core,Germany,3/3/2015
7803,69915,Best_Customer,Build 410,Version 8.3,High,MS Win XP,>4GB & <= 6 GB,Desktop,1 Core,Germany,1/13/2015
7804,40421,Former_Best,Build 410,Version 8.3,High,MS Win Server 2003, > 6 GB,Mobile,1 Core,United Kingdom,2/16/2015
7805,70391,Former_Best,Build 380,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,France,2/22/2015
7806,93565,One_time_user,Build 232,Version 8.3,Lite,MS Win Server 2003, > 6 GB,Desktop,1 Core,United Kingdom,3/15/2015
7807,66539,Former_Best,Build 232,Version 8.3,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,Australia,1/14/2015
7808,37580,Former_Best,Build 410,Version 7.1,High,MS Win Server 2003,>4GB & <= 6 GB,Desktop,1 Core,Germany,2/20/2015
7809,78958,Best_Customer,Build 232,Version 10.2,High,MS Win XP, > 6 GB,Laptop,1 Core,Australia,2/12/2015
7810,62371,Former_Best,Build 380,Version 7.1,High,MS Win Server 2003, > 6 GB,Laptop,1 Core,United States,3/30/2015
7811,77182,Best_Customer,Build 232,Version 9.4,High,MS Win 7,>512 MB  & <= 1 GB,Desktop,1 Core,Australia,1/10/2015
7812,50344,Former_Best,Build 232,Version 7.1,Standard,MS Win Server 2003,>4GB & <= 6 GB,Laptop,8 Cores,Germany,3/16/2015
7813,54012,Former_Best,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Laptop,1 Core,Germany,2/25/2015
7814,86993,Former_Best,Build 232,Version 7.1,High,MS Win Server 2008,>2GB & <= 4 GB,Desktop,8 Cores,United States,2/4/2015
7815,9745,Former_Best,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,1 Core,United Kingdom,2/8/2015
7816,35395,New_Client,Build 232,Version 7.1,High,MS Win 7,>1GB & <= 2 GB,Desktop,1 Core,Australia,2/7/2015
7817,15963,Former_Best,Build 410,Version 7.1,High,MS Win Server 2008,>1GB & <= 2 GB,Desktop,1 Core,United States,3/12/2015
7818,64802,Former_Best,Build 232,Version 8.3,Standard,MS Win 7,>1GB & <= 2 GB,Desktop,1 Core,Germany,2/18/2015
7819,26670,Former_Best,Build 232,Version 9.4,High,MS Win Server 2008,>512 MB  & <= 1 GB,Desktop,1 Core,Australia,1/14/2015
7820,54135,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,United Kingdom,3/27/2015
7821,94131,Best_Customer,Build 410,Version 7.1,High,MS Win XP, > 6 GB,Laptop,1 Core,Australia,3/16/2015
7822,91287,Best_Customer,Build 410,Version 7.1,High,MS Win Server 2008,>4GB & <= 6 GB,Desktop,1 Core,United States,3/29/2015
7823,4015,Best_Customer,Build 380,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,4 Cores,Germany,2/26/2015
7824,78969,One_time_user,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,Australia,1/16/2015
7825,53968,Best_Customer,Build 232,Version 9.4,High,MS Win XP,>4GB & <= 6 GB,Desktop,8 Cores,Germany,1/2/2015
7826,81920,One_time_user,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,2 Cores,Australia,2/9/2015
7827,56751,One_time_user,Build 410,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,Germany,1/9/2015
7828,84145,Best_Customer,Build 410,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Laptop,4 Cores,United Kingdom,1/30/2015
7829,85662,One_time_user,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Mobile,4 Cores,United Kingdom,1/3/2015
7830,96060,One_time_user,Build 232,Version 7.1,High,MS Win Server 2008,>4GB & <= 6 GB,Desktop,4 Cores,Spain,3/11/2015
7831,6021,Best_Customer,Build 232,Version 7.1,Standard,MS Win 7, > 6 GB,Desktop,4 Cores,United Kingdom,3/16/2015
7832,89721,One_time_user,Build 232,Version 8.3,High,MS Win Server 2003,>512 MB  & <= 1 GB,Desktop,2 Cores,United States,1/18/2015
7833,93145,New_Client,Build 410,Version 7.1,High,MS Win Server 2008, > 6 GB,Laptop,1 Core,Australia,3/5/2015
7834,90855,One_time_user,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,Australia,1/7/2015
7835,2446,One_time_user,Build 232,Version 7.1,High,MS Win Server 2003,>512 MB  & <= 1 GB,Desktop,2 Cores,Germany,2/20/2015
7836,64074,New_Client,Build 232,Version 9.4,High,MS Win Server 2003,>2GB & <= 4 GB,Desktop,8 Cores,Germany,1/11/2015
7837,35595,Best_Customer,Build 232,Version 7.1,Standard,MS Win Server 2003,>512 MB  & <= 1 GB,Desktop,1 Core,Australia,3/11/2015
7838,66448,Former_Best,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,2 Cores,France,2/20/2015
7839,95150,New_Client,Build 232,Version 7.1,Standard,MS Win XP, > 6 GB,Desktop,1 Core,Germany,1/20/2015
7840,23629,Former_Best,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,United Kingdom,1/4/2015
7841,33361,New_Client,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Laptop,1 Core,United Kingdom,3/4/2015
7842,69243,One_time_user,Build 999,Version 7.1,High,MS Win Server 2008, > 6 GB,Mobile,8 Cores,Germany,3/10/2015
7843,4467,New_Client,Build 410,Version 7.1,Standard,MS Win 7, > 6 GB,Desktop,1 Core,United States,3/27/2015
7844,25948,Best_Customer,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Laptop,1 Core,United States,3/29/2015
7845,59089,Best_Customer,Build 410,Version 7.1,Standard,MS Win Server 2008,>1GB & <= 2 GB,Desktop,1 Core,Australia,1/4/2015
7846,35432,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Mobile,8 Cores,United States,2/23/2015
7847,46013,Former_Best,Build 410,Version 7.1,High,MS Win Server 2003,>4GB & <= 6 GB,Desktop,8 Cores,Germany,3/28/2015
7848,92136,One_time_user,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,Germany,3/18/2015
7849,11685,Former_Best,Build 232,Version 7.1,High,MS Win 7, > 6 GB,Desktop,1 Core,United Kingdom,2/23/2015
7850,60910,Former_Best,Build 999,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,1 Core,United States,1/16/2015
7851,87934,New_Client,Build 410,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,1 Core,Germany,3/17/2015
7852,51507,Best_Customer,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Laptop,1 Core,Australia,1/13/2015
7853,76418,Former_Best,Build 232,Version 7.1,Standard,MS Win XP, > 6 GB,Desktop,1 Core,Australia,2/7/2015
7854,87539,One_time_user,Build 232,Version 8.3,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,Australia,3/10/2015
7855,11418,Best_Customer,Build 232,Version 7.1,Standard,MS Win 7, > 6 GB,Desktop,2 Cores,Germany,2/17/2015
7856,69178,Former_Best,Build 410,Version 7.1,Standard,MS Win 7,>1GB & <= 2 GB,Laptop,2 Cores,United Kingdom,2/6/2015
7857,62832,One_time_user,Build 999,Version 8.3,High,MS Win 7, > 6 GB,Mobile,1 Core,Germany,1/28/2015
7858,16783,New_Client,Build 410,Version 7.1,Standard,MS Win XP, > 6 GB,Desktop,8 Cores,United States,1/29/2015
7859,40696,Best_Customer,Build 232,Version 7.1,High,MS Win 7, > 6 GB,Desktop,1 Core,United Kingdom,1/22/2015
7860,92012,One_time_user,Build 232,Version 10.2,Standard,MS Win Server 2003, > 6 GB,Desktop,1 Core,United States,1/8/2015
7861,97405,Best_Customer,Build 410,Version 7.1,High,MS Win Server 2003,>4GB & <= 6 GB,Desktop,1 Core,Germany,1/30/2015
7862,52720,Best_Customer,Build 232,Version 9.4,High,MS Win Server 2008, > 6 GB,Desktop,8 Cores,United Kingdom,2/23/2015
7863,78456,Former_Best,Build 232,Version 7.1,Standard,MS Win XP,>512 MB  & <= 1 GB,Desktop,4 Cores,United States,1/26/2015
7864,94763,Best_Customer,Build 232,Version 10.2,Standard,MS Win Server 2003, > 6 GB,Mobile,1 Core,Australia,2/14/2015
7865,53020,Former_Best,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,United Kingdom,3/25/2015
7866,41001,One_time_user,Build 410,Version 7.1,High,MS Win Server 2003, > 6 GB,Mobile,1 Core,United Kingdom,2/10/2015
7867,3725,Former_Best,Build 380,Version 7.1,High,MS Win Server 2008, > 6 GB,Laptop,1 Core,Germany,3/5/2015
7868,78356,Former_Best,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Mobile,1 Core,Japan,1/22/2015
7869,43322,One_time_user,Build 232,Version 7.1,High,MS Win Server 2003,>512 MB  & <= 1 GB,Desktop,1 Core,Australia,3/27/2015
7870,84604,One_time_user,Build 232,Version 7.1,High,MS Win Server 2008,>1GB & <= 2 GB,Laptop,1 Core,Australia,3/23/2015
7871,42403,Former_Best,Build 232,Version 8.3,High,MS Win Server 2008, > 6 GB,Laptop,8 Cores,United Kingdom,3/28/2015
7872,67471,One_time_user,Build 232,Version 10.2,High,MS Win Server 2003,>4GB & <= 6 GB,Desktop,4 Cores,Australia,2/6/2015
7873,15486,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,Australia,1/24/2015
7874,85361,Former_Best,Build 232,Version 10.2,High,MS Win Server 2008, > 6 GB,Laptop,8 Cores,Germany,1/20/2015
7875,14651,Former_Best,Build 232,Version 8.3,Standard,MS Win Server 2008,>1GB & <= 2 GB,Desktop,1 Core,Germany,2/4/2015
7876,21057,Former_Best,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Mobile,1 Core,United States,1/17/2015
7877,84536,Former_Best,Build 410,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,United Kingdom,1/27/2015
7878,20927,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,4 Cores,United Kingdom,1/19/2015
7879,43378,Best_Customer,Build 410,Version 7.1,High,MS Win Server 2003,>512 MB  & <= 1 GB,Desktop,1 Core,France,1/6/2015
7880,99784,Best_Customer,Build 999,Version 7.1,High,MS Win Server 2003,>1GB & <= 2 GB,Desktop,1 Core,United States,1/24/2015
7881,51717,One_time_user,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,4 Cores,Germany,2/11/2015
7882,17868,Best_Customer,Build 410,Version 7.1,High,MS Win Server 2008,>512 MB  & <= 1 GB,Desktop,1 Core,United States,3/29/2015
7883,47678,Former_Best,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,1 Core,Australia,1/6/2015
7884,88338,Former_Best,Build 232,Version 7.1,Standard,MS Win Server 2003,>512 MB  & <= 1 GB,Desktop,1 Core,Japan,1/16/2015
7885,30108,Best_Customer,Build 232,Version 8.3,Standard,MS Win XP, > 6 GB,Mobile,2 Cores,United States,3/14/2015
7886,89808,Former_Best,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,France,1/30/2015
7887,18720,Best_Customer,Build 232,Version 9.4,High,MS Win Server 2008,>4GB & <= 6 GB,Desktop,2 Cores,Germany,3/2/2015
